order_received_at_local,provider_name,country,kitchen_id,brand,Total orders,# In Full noi,date
14.0,rappi,MEX,34 TLAQUEPAQUE,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,20 ESMERALDA,Chicken Shack,1.0,0.0,46300.0
14.0,rappi,MEX,34 TLAQUEPAQUE,LA PANQUEQUERIA,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,didi,MEX,12 DEL VALLE,House of Salads,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Brunch & Munch,1.0,1.0,46300.0
14.0,didi,MEX,09 CHURUBUSCO,The Salad Project,1.0,1.0,46300.0
14.0,rappi,MEX,05 COAPA,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,didi,MEX,21 SANTA TERESITA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,10 SAN JERONIMO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,12 DEL VALLE,Chemaquiles,1.0,1.0,46300.0
14.0,didi,MEX,03 POLANCO,Honest Food,1.0,1.0,46300.0
14.0,didi,MEX,23 SANTA CATARINA,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,34 TLAQUEPAQUE,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,40 JARDINES DEL VALL,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,05 COAPA,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,03 POLANCO,Fonda Local,1.0,1.0,46300.0
14.0,rappi,MEX,26 CIUDAD JUDICIAL,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,13 TEC,Fonda Local,1.0,1.0,46300.0
14.0,didi,MEX,05 COAPA,Honest Food,1.0,0.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Brunch & Munch,1.0,1.0,46300.0
14.0,ubereats,MEX,26 CIUDAD JUDICIAL,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,FC Barcelona,1.0,1.0,46300.0
14.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46300.0
14.0,didi,MEX,03 POLANCO,Que Chicken,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,10 SAN JERONIMO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,11 AZCAPOTZALCO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,25 TABACHINES,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,37 CANEK,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,rappi,MEX,13 TEC,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,didi,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,06 SATELITE,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,16 PEDREGAL,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,51 SAMARA,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,03 POLANCO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,Don Gyros & Kebab,1.0,1.0,46300.0
14.0,rappi,MEX,04 SANTA FE,Desayunos de la Abuela,1.0,1.0,46300.0
14.0,rappi,MEX,37 CANEK,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,37 CANEK,Tasty Foods,1.0,1.0,46300.0
14.0,rappi,MEX,34 TLAQUEPAQUE,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,34 TLAQUEPAQUE,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,Brunch & Munch,1.0,1.0,46300.0
14.0,didi,MEX,23 SANTA CATARINA,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Mega Greens (Super Ensaladas),1.0,1.0,46300.0
14.0,didi,MEX,27 IZTAPALAPA,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,09 CHURUBUSCO,Tender Lovers,1.0,1.0,46300.0
14.0,didi,MEX,26 CIUDAD JUDICIAL,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,24 METEPEC,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,19 LA CALMA,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,51 SAMARA,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,13 TEC,BRUNCH & MUNCH TURBO,1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,22 SAN NICOLAS,Eggy by Chef Eva,1.0,1.0,46300.0
14.0,rappi,MEX,15 LINDAVISTA,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,11 AZCAPOTZALCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,31 MONTEJO,Fonda Local,1.0,1.0,46300.0
14.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46300.0
14.0,didi,MEX,34 TLAQUEPAQUE,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,38 SALTILLO CENTRO,Que Chicken,1.0,1.0,46300.0
14.0,rappi,MEX,19 LA CALMA,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,didi,MEX,38 SALTILLO CENTRO,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,23 SANTA CATARINA,Desayunos de la Abuela,1.0,1.0,46300.0
14.0,rappi,MEX,12 DEL VALLE,House of Salads Turbo,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,37 CANEK,Mr Beast Burger,1.0,0.0,46300.0
14.0,didi,MEX,24 METEPEC,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,22 SAN NICOLAS,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,34 TLAQUEPAQUE,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,13 TEC,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,37 CANEK,Mr Beast Burger Turbo,1.0,1.0,46300.0
14.0,didi,MEX,27 IZTAPALAPA,Fonda Local,1.0,1.0,46300.0
14.0,didi,MEX,03 POLANCO,Fonda Local,1.0,1.0,46300.0
14.0,ubereats,MEX,10 SAN JERONIMO,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,21 SANTA TERESITA,Que Chicken,1.0,1.0,46300.0
14.0,rappi,MEX,19 LA CALMA,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,rappi,MEX,30 LINCOLN,Tender Lovers,1.0,0.0,46300.0
14.0,rappi,MEX,02 SAN ANGEL,Don Gyros & Kebab,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Órale Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,40 JARDINES DEL VALL,Brunch & Munch,1.0,1.0,46300.0
14.0,ubereats,MEX,52 MANACAR,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,Que Chicken,1.0,1.0,46300.0
14.0,didi,MEX,14 JARDINES,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,didi,MEX,12 DEL VALLE,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,27 IZTAPALAPA,Eggy by Chef Eva,1.0,1.0,46300.0
14.0,rappi,MEX,26 CIUDAD JUDICIAL,Mega Greens (Super Ensaladas),1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,30 LINCOLN,Órale Chilaquiles,1.0,1.0,46300.0
14.0,ubereats,MEX,11 AZCAPOTZALCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,40 JARDINES DEL VALL,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,didi,MEX,05 COAPA,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,22 SAN NICOLAS,Brunch & Munch,1.0,0.0,46300.0
14.0,rappi,MEX,37 CANEK,Desayunos de la Abuela,1.0,1.0,46300.0
14.0,didi,MEX,16 PEDREGAL,The Egg Spot,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,AVOCALIA TURBO,1.0,1.0,46300.0
14.0,ubereats,MEX,24 METEPEC,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,ubereats,MEX,40 JARDINES DEL VALL,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,52 MANACAR,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,25 TABACHINES,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,05 COAPA,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,34 TLAQUEPAQUE,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,06 SATELITE,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,34 TLAQUEPAQUE,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,37 CANEK,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,didi,MEX,23 SANTA CATARINA,Chemaquiles,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,FC Barcelona,1.0,1.0,46300.0
14.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,30 LINCOLN,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,10 SAN JERONIMO,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,16 PEDREGAL,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,House of Burgers,1.0,1.0,46300.0
14.0,rappi,MEX,20 ESMERALDA,LA PANQUEQUERIA,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Green House,1.0,0.0,46300.0
14.0,rappi,MEX,38 SALTILLO CENTRO,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,14 JARDINES,LA PANQUEQUERIA,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,Fonda Local turbo,1.0,0.0,46300.0
14.0,rappi,MEX,24 METEPEC,Green House,1.0,1.0,46300.0
14.0,didi,MEX,15 LINDAVISTA,Fonda Local,1.0,0.0,46300.0
14.0,ubereats,MEX,16 PEDREGAL,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,14 JARDINES,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,rappi,MEX,27 IZTAPALAPA,LA PANQUEQUERIA,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Órale Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,10 SAN JERONIMO,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,14 JARDINES,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,ubereats,MEX,16 PEDREGAL,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,01 DOCTORES,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,41 VOLCANES,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,19 LA CALMA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,11 AZCAPOTZALCO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,37 CANEK,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,10 SAN JERONIMO,Que Chicken,1.0,1.0,46300.0
14.0,rappi,MEX,14 JARDINES,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,27 IZTAPALAPA,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,52 MANACAR,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,LA PANQUEQUERIA,1.0,1.0,46300.0
14.0,ubereats,MEX,09 CHURUBUSCO,Brunch & Munch,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,ubereats,MEX,24 METEPEC,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,14 JARDINES,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,Que Chicken,1.0,1.0,46300.0
14.0,ubereats,MEX,20 ESMERALDA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,12 DEL VALLE,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,12 DEL VALLE,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,45 ESTADIO,Que Chicken,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,House of Salads,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,28 CARRETERA NACIONA,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,45 ESTADIO,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,31 MONTEJO,Cocina Corrida,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,11 AZCAPOTZALCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,34 TLAQUEPAQUE,Eggy by Chef Eva,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,20 ESMERALDA,House of Burgers,1.0,1.0,46300.0
14.0,ubereats,MEX,24 METEPEC,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,38 SALTILLO CENTRO,Green House Turbo,1.0,1.0,46300.0
14.0,ubereats,MEX,15 LINDAVISTA,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,40 JARDINES DEL VALL,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,Desayunos de la Abuela,1.0,1.0,46300.0
14.0,didi,MEX,38 SALTILLO CENTRO,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,05 COAPA,Fonda Local,1.0,1.0,46300.0
14.0,didi,MEX,15 LINDAVISTA,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,51 SAMARA,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,27 IZTAPALAPA,House of Burgers,1.0,1.0,46300.0
14.0,rappi,MEX,40 JARDINES DEL VALL,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,14 JARDINES,Fonda Local,1.0,1.0,46300.0
14.0,didi,MEX,19 LA CALMA,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,34 TLAQUEPAQUE,Avocalia Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,30 LINCOLN,Órale Desayunos Turbo,1.0,1.0,46300.0
14.0,ubereats,MEX,24 METEPEC,Que Chicken,1.0,1.0,46300.0
14.0,ubereats,MEX,45 ESTADIO,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,02 SAN ANGEL,Honest Food,1.0,1.0,46300.0
14.0,didi,MEX,15 LINDAVISTA,House of Salads,1.0,0.0,46300.0
14.0,ubereats,MEX,09 CHURUBUSCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,10 SAN JERONIMO,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,House of Salads,1.0,1.0,46300.0
14.0,ubereats,MEX,04 SANTA FE,House of Burgers,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,House of Salads,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Órale Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,21 SANTA TERESITA,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,27 IZTAPALAPA,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,34 TLAQUEPAQUE,Brunch & Munch,1.0,1.0,46300.0
14.0,didi,MEX,38 SALTILLO CENTRO,Mega Greens (Super Ensaladas),1.0,1.0,46300.0
14.0,ubereats,MEX,45 ESTADIO,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,09 CHURUBUSCO,Que Chicken,1.0,1.0,46300.0
14.0,rappi,MEX,21 SANTA TERESITA,Fonda Local,1.0,1.0,46300.0
14.0,ubereats,MEX,30 LINCOLN,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,rappi,MEX,09 CHURUBUSCO,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,22 SAN NICOLAS,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,13 TEC,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,27 IZTAPALAPA,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,12 DEL VALLE,Mega Greens (Super Ensaladas),1.0,1.0,46300.0
14.0,ubereats,MEX,26 CIUDAD JUDICIAL,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,ubereats,MEX,15 LINDAVISTA,House of Burgers,1.0,1.0,46300.0
14.0,ubereats,MEX,26 CIUDAD JUDICIAL,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,15 LINDAVISTA,Órale Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,37 CANEK,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,45 ESTADIO,Órale Chilaquiles,1.0,1.0,46300.0
14.0,ubereats,MEX,05 COAPA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,20 ESMERALDA,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,30 LINCOLN,Mr Beast Burger Turbo,1.0,1.0,46300.0
14.0,rappi,MEX,31 MONTEJO,Fonda Local,1.0,1.0,46300.0
14.0,ubereats,MEX,19 LA CALMA,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,01 DOCTORES,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Honest Food,1.0,1.0,46300.0
14.0,didi,MEX,34 TLAQUEPAQUE,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,15 LINDAVISTA,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,03 POLANCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,30 LINCOLN,Honest Food Turbo,1.0,1.0,46300.0
14.0,didi,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46300.0
14.0,didi,MEX,01 DOCTORES,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,12 DEL VALLE,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,rappi,MEX,11 AZCAPOTZALCO,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,ubereats,MEX,02 SAN ANGEL,Que Chicken,1.0,1.0,46300.0
14.0,didi,MEX,34 TLAQUEPAQUE,House of Salads,1.0,1.0,46300.0
14.0,ubereats,MEX,27 IZTAPALAPA,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,12 DEL VALLE,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,rappi,MEX,21 SANTA TERESITA,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,didi,MEX,45 ESTADIO,Fonda Local,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,04 SANTA FE,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,05 COAPA,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,04 SANTA FE,Órale Chilaquiles,1.0,1.0,46300.0
14.0,ubereats,MEX,21 SANTA TERESITA,The Egg Spot,1.0,1.0,46300.0
14.0,ubereats,MEX,40 JARDINES DEL VALL,Tasty Foods,1.0,1.0,46300.0
14.0,rappi,MEX,51 SAMARA,Avocalia,1.0,0.0,46300.0
14.0,rappi,MEX,20 ESMERALDA,Desayunos de la Abuela,1.0,1.0,46300.0
14.0,ubereats,MEX,09 CHURUBUSCO,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,04 SANTA FE,House of Salads,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,41 VOLCANES,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,40 JARDINES DEL VALL,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,11 AZCAPOTZALCO,Tender Lovers,1.0,1.0,46300.0
14.0,rappi,MEX,23 SANTA CATARINA,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,23 SANTA CATARINA,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,19 LA CALMA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Que Chicken,1.0,1.0,46300.0
14.0,rappi,MEX,17 CUMBRES,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,21 SANTA TERESITA,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,Que Chicken,1.0,1.0,46300.0
14.0,rappi,MEX,27 IZTAPALAPA,Fonda Local,1.0,1.0,46300.0
14.0,rappi,MEX,31 MONTEJO,The Egg Spot,1.0,0.0,46300.0
14.0,didi,MEX,02 SAN ANGEL,Fonda Local,1.0,1.0,46300.0
14.0,rappi,MEX,51 SAMARA,Brunch & Munch,1.0,1.0,46300.0
14.0,rappi,MEX,03 POLANCO,Cocina Corrida turbo,1.0,1.0,46300.0
14.0,ubereats,MEX,05 COAPA,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,ubereats,MEX,27 IZTAPALAPA,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,19 LA CALMA,Don Gyros & Kebab,1.0,1.0,46300.0
14.0,rappi,MEX,19 LA CALMA,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,40 JARDINES DEL VALL,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,rappi,MEX,15 LINDAVISTA,The Wrap Company MX,1.0,1.0,46300.0
14.0,didi,MEX,31 MONTEJO,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,19 LA CALMA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Órale Desayunos,1.0,1.0,46300.0
14.0,ubereats,MEX,15 LINDAVISTA,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,03 POLANCO,Avocalia,1.0,1.0,46300.0
14.0,didi,MEX,27 IZTAPALAPA,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,41 VOLCANES,Honest Food,1.0,1.0,46300.0
14.0,rappi,MEX,16 PEDREGAL,La Neta Burgers (Orale Burgers),1.0,1.0,46300.0
14.0,didi,MEX,11 AZCAPOTZALCO,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,14 JARDINES,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,22 SAN NICOLAS,Numa Cocina Mediterranea,1.0,0.0,46300.0
14.0,didi,MEX,38 SALTILLO CENTRO,Fonda Local,1.0,1.0,46300.0
14.0,didi,MEX,16 PEDREGAL,Mr Beast Burger,1.0,1.0,46300.0
14.0,ubereats,MEX,13 TEC,Órale Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,Chicken Tenders Hub,1.0,1.0,46300.0
14.0,didi,MEX,13 TEC,House of Salads,1.0,1.0,46300.0
14.0,didi,MEX,26 CIUDAD JUDICIAL,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,14 JARDINES,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,didi,MEX,09 CHURUBUSCO,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46300.0
14.0,rappi,MEX,21 SANTA TERESITA,AVOCALIA TURBO,1.0,1.0,46300.0
14.0,rappi,MEX,51 SAMARA,Brunch & Munch,1.0,1.0,46300.0
14.0,didi,MEX,40 JARDINES DEL VALL,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,ubereats,MEX,05 COAPA,Brunch & Munch,1.0,1.0,46300.0
14.0,ubereats,MEX,11 AZCAPOTZALCO,Avocalia,1.0,1.0,46300.0
14.0,ubereats,MEX,02 SAN ANGEL,House of Salads,1.0,1.0,46300.0
14.0,ubereats,MEX,52 MANACAR,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,09 CHURUBUSCO,FC Barcelona,1.0,1.0,46300.0
14.0,ubereats,MEX,34 TLAQUEPAQUE,Órale Desayunos,1.0,1.0,46300.0
14.0,rappi,MEX,10 SAN JERONIMO,Brunch & Munch,1.0,0.0,46300.0
14.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46300.0
14.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46300.0
14.0,didi,MEX,25 TABACHINES,Mr Beast Burger,1.0,1.0,46300.0
14.0,rappi,MEX,25 TABACHINES,Green House Turbo,1.0,1.0,46300.0
14.0,didi,MEX,30 LINCOLN,Órale Desayunos,1.0,1.0,46300.0
14.0,didi,MEX,21 SANTA TERESITA,Avocalia,1.0,1.0,46300.0
14.0,rappi,MEX,01 DOCTORES,Foodhub,1.0,1.0,46300.0
14.0,ubereats,MEX,05 COAPA,Numa Cocina Mediterranea,1.0,1.0,46300.0
14.0,rappi,MEX,27 IZTAPALAPA,Tender Lovers,1.0,1.0,46300.0
14.0,rappi,MEX,30 LINCOLN,Fonda Local,1.0,1.0,46300.0
14.0,rappi,MEX,45 ESTADIO,Chicken Tenders Hub,1.0,0.0,46300.0
14.0,didi,MEX,25 TABACHINES,Mr Beast Burger,1.0,1.0,46300.0
14.0,didi,MEX,14 JARDINES,Honest Food,1.0,1.0,46300.0
14.0,ubereats,MEX,16 PEDREGAL,Honest Food,1.0,1.0,46300.0
